Atalante	V	ATALENTER
leurs	Ds	LEUR
péchés	Nc	PÉCHÉ
infinis	Ag	INFINI
,	Fw	,
«	Fw	«
Quoi	Vvc	Quoi
qu'	Cs	QUE
ils	Pp	ILS
soient	Vuc	ÊTRE
reconnus	Ge	RECONNAÎTRE
,	Fw	,
ne	Rp	NE
sont	Vuc	ÊTRE
jamais	Rg	JAMAIS
punis	Ge	PUNIR
.	Fs	.
«	Fw	«
Ils	Vvc	Ils
peuvent	Vvc	POUVOIR
exercer	Vvn	EXERCER
beaucoup	Rg	BEAUCOUP
de	S	DE
violences	Nc	VIOLENCE
,	Fw	,
«	Fw	«
Puis	Vvc	POUVOIR
qu'	Cs	QUE
ils	Pp	ILS
ne	Rp	NE
prennent	Vvc	PRENDRE
point	Rg	POINT
sans	S	SANS
avoir	Vun	AVOIR
leurs	Ds	LEUR
licences	Nc	LICENCE
:	Fw	:
Mais	Cc	MAIS
non	Rg	NON
,	Fw	,
ma	Ds	MON
chère	Ag	CHER
sœur	Nc	sœur
,	Fw	,
il	Pp	IL
vaut	Vvc	VALOIR
mieux	Rg	MIEUX
raisonner	Vvn	RAISONNER
,	Fw	,
Car	Nc	CAR
nôtre	As#Ps	NÔTRE
pauvreté	Nc	PAUVRETÉ
nous	Pp	NOUS
devrait	Vvc	DEVOIR
étonner	Vvn	ÉTONNER
,	Fw	,
Nous	Vvc	Nous
avons	Vuc	AVOIR
quantité	Nc	QUANTITÉ
de	S	DE
collets	Nc	COLLET
et	Cc	ET
de	S	DE
jupes	Nc	JUPE
,	Fw	,
Mais	Vvc	Mais
ce	Pd	CE
sont	Vuc	ÊTRE
seulement	Rg	SEULEMENT
des	Dn	UN
filets	Nc	FILET
pour	S	POUR
des	Dn	UN
dupes	Nc	DUPE
,	Fw	,
On	Vvc	On
nous	Pp	NOUS
voit	Vvc	VOIR
du	S+Da	DE+LE
satin	Nc	SATIN
,	Fw	,
nous	Pp	NOUS
portons	Vvc	PORTER
du	S+Da	DE+LE
tabis	Nc	tabis
,	Fw	,
Mais	Vvc	Mais
on	Pp	ON
s'	Pp	SE
arrête	Vvc	ARRÊTER
à	S	À
l'	Da	LE
or	Nc	OR
,	Fw	,
et	Cc	ET
non	Rg	NON
pas	Rg	PAS
aux	S+Da	À+LES
habits	Nc	HABIT|HABITS
:	Fw	:
Vôtre	Nc	Vôtre
faible	Ag	FAIBLE
raison	Nc	RAISON
doit	Vvc	DEVOIR
céder	Vvn	CÉDER
à	S	À
la	Da	LE
mienne	Ps	MIEN
.	Fs	.
L'	Da	LE
argent	Nc	ARGENT
est	Vuc	ÊTRE
toujours	Rg	TOUJOURS
bon	Ag	BON
de	S	DE
quelque	Di	QUELQUE
lieu	Nc	LIEU
qu'	Pr	QUE
il	Pp	IL
vienne	Vvc	VENIR
:	Fw	:
Lorsque	Cs	LORSQUE
nous	Pp	NOUS
en	Pp	EN
aurons	Vuc	AVOIR
nos	Ds	NOTRE
yeux	Nc	OEIL|YEUX
seront	Vuc	ÊTRE
charmants	Ag	CHARMANT
,	Fw	,
Nous	Vvc	Nous
recevrons	Vvc	RECEVOIR
des	Dn	UN
vœux	Nc	vœux
,	Fw	,
nous	Pp	NOUS
aurons	Vuc	AVOIR
des	Dn	UN
amants	Nc	AMANT
,	Fw	,
Nôtre	Nc	Nôtre
sort	Nc	SORT
rigoureux	Ag	RIGOUREUX
finira	Vvc	FINIR
sa	Ds	SON
colère	Nc	COLÈRE
,	Fw	,
Nos	Nc	NÔ
plus	Rg	PLUS
grands	Ag	GRAND
ennemis	Nc	ENNEMI
tâcheront	Vvc	TÂCHER
de	S	DE
nous	Pp	NOUS
plaire	Vvn	PLAIRE
,	Fw	,
Et	Vvc	Et
tous	Di	TOUT
ceux	Pd	CELUI
que	Pr	QUE
nos	Ds	NOTRE
yeux	Nc	OEIL|YEUX
avaient	Vuc	AVOIR
fait	Ge	FAIRE
endurer	Vvn	ENDURER
Avec	Vvc	Avec
mille	Nc	MILLE
respects	Nc	RESPECT
viendront	Vvc	VENIR
nous	Pp	NOUS
adorer	Vvn	ADORER
.	Fs	.
Croyez	Vvc	CROIRE
-moi	Vvc	-moi
,	Fw	,
Polydas	Vvc	Polydas
est	Vuc	ÊTRE
d'	S	DE
humeur	Nc	HUMEUR
à	S	À
se	Pp	IL
prendre	Vvn	PRENDRE
,	Fw	,
S'	Vvc	S'
il	Pp	IL
vous	Pp	VOUS
voit	Vvc	VOIR
un	Dn	UN
moment	Nc	MOMENT
,	Fw	,
forcez-le	Vvc	forcez-le
de	S	DE
se	Pp	IL
rendre	Vvn	RENDRE
,	Fw	,
Jouez	Vvc	JOUER
de	S	DE
la	Da	LE
prunelle	Nc	PRUNELLE
,	Fw	,
et	Cc	ET
dans	S	DANS
votre	Ds	VOTRE
entretien	Nc	ENTRETIEN
Soyez	Vvc	Soyez
de	S	DE
bonne	Ag	BON
humeur	Nc	HUMEUR
,	Fw	,
ne	Rp	NE
lui	Pp	IL
refusez	Vvc	REFUSER
rien	Pi	RIEN
.	Fs	.
J'	Pp	JE
en	Pp	EN
ferai	Vvc	FAIRE|FERRER
mon	Ds	MON
amant	Nc	AMANT
,	Fw	,
un	Dn	UN
souris	Nc	SOURIS
,	Fw	,
une	Dn	UN
œillade	Nc	œillade
D'	Vvc	D'
un	Pi	UN
qui	Pr	QUI
sera	Vuc	ÊTRE
bien	Rg	BIEN
sain	Ag	SAIN
en	Pp	EN
peut	Vvc	POUVOIR
faire	Vvn	FAIRE
un	Dn	UN
malade	Nc	MALADE
.	Fs	.
Je	Pp	JE
fais	Vvc	FAIRE
ce	Pd	CE
que	Pr	QUE
je	Pp	JE
veux	Vvc	VOULOIR
,	Fw	,
un	Dn	UN
geste	Nc	GESTE
seulement	Rg	SEULEMENT
Afflige	Vvc	AFFLIGER
à	S	À
mon	Ds	MON
désir	Nc	DÉSIR
,	Fw	,
ou	Cc	OU
ravit	Vvc	RAVIR
un	Dn	UN
amant	Nc	AMANT
.	Fs	.
Généreuse	Nc	Généreuse
Isidore	Vvc	Isidore
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
je	Pp	JE
t'	Pp	TU
avoue	Vvc	AVOUER
Que	Vvc	Que
ton	Ds	TON
esprit	Nc	ESPRIT
me	Pp	JE
plaît	Vvc	PLAIRE
,	Fw	,
et	Cc	ET
qu'	Cs	QUE
en	S	EN
fin	Nc	FIN
je	Pp	JE
te	Pp	TU
loue	Vvc	LOUER|LOVER
,	Fw	,
Qu'	Vvc	Qu'
en	S	EN
ce	Dd	CE
temps	Nc	TEMPS
la	Da	LE
richesse	Nc	RICHESSE
est	Vuc	ÊTRE
un	Dn	UN
puissant	Ag	PUISSANT
motif	Nc	MOTIF
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
un	Dn	UN
homme	Nc	HOMME
pour	S	POUR
elle	Pp	IL
est	Vuc	ÊTRE
aisément	Rg	AISÉMENT
captif	Ag	CAPTIF
.	Fs	.
Mais	Cc	MAIS
quoi	Pt	QUE|QUOI
ce	Dd	CE
Polydas	Nc	Polydas
m'	Pp	JE
aime	Vvc	AIMER
sans	S	SANS
me	Pp	JE
connaître	Vvn	CONNAÎTRE
,	Fw	,
Son	Nc	SON
amour	Nc	AMOUR
doit	Vvc	DEVOIR
finir	Vvn	FINIR
ainsi	Rg	AINSI
qu'	Cs	QUE
on	Pp	ON
l'	Pp	IL
a	Vuc	AVOIR
vu	Ge	VOIR
naître	Vvn	NAÎTRE
.	Fs	.
En	S	EN
quel	Dt	QUEL
lieu	Nc	LIEU
bienheureux	Ag	BIENHEUREUX
recevrai	Vvc	RECEVOIR
-je	Vvn	-je
sa	Ds	SON
foi	Nc	FOI
?	Fs	?
Où	Vvc	Où
le	Pp	IL
pourrai	Vvc	POUVOIR
-je	Vvc	-je
voir	Vvn	VOIR
?	Fs	?
Qui	Pt	QUI
parlera	Vvc	PARLER
pour	S	POUR
moi	Pp	JE
?	Fs	?
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
auprès	Rg	AUPRÈS
de	S	DE
lui	Pp	IL
quelqu'un	Pi	QUELQU'UN
qui	Pr	QUI
l'	Pp	IL
entretienne	Vvc	ENTRETENIR
,	Fw	,
Et	Vvc	Et
dont	Pr	DONT
la	Da	LE
bonne	Ag	BON
humeur	Nc	HUMEUR
seconde	Vvc	SECONDER
un	Dn	UN
peu	Rg	PEU
la	Da	LE
sienne	Ps	SIEN
.	Fs	.
Il	Pp	IL
ne	Rp	NE
me	Pp	JE
connaît	Vvc	CONNAÎTRE
point	Rg	POINT
,	Fw	,
je	Pp	JE
veux	Vvc	VOULOIR
m'	Pp	JE
offrir	Vvn	OFFRIR
à	S	À
lui	Pp	IL
,	Fw	,
Ce	Vvc	Ce
moyen	Nc	MOYEN
seulement	Rg	SEULEMENT
finira	Vvc	FINIR
votre	Ds	VOTRE
ennui	Nc	ENNUI
,	Fw	,
J'	Vvc	J'
aurai	Vuc	AVOIR
d'	Dn	UN
autres	Ag	AUTRE
habits	Nc	HABIT|HABITS
,	Fw	,
tout	Rg	TOUT
nous	Pp	NOUS
sera	Vuc	ÊTRE
propice	Ag	PROPICE
,	Fw	,
Je	Vvc	Je
feindrai	Vvc	FEINDRE
d'	S	DE
être	Vun	ÊTRE
clerc	Nc	CLERC
,	Fw	,
je	Pp	JE
lui	Pp	IL
rendrai	Vvc	RENDRE
service	Nc	SERVICE
,	Fw	,
Et	Vvc	Et
tout	Pi	TOUT
réussira	Vvc	RÉUSSIR
si	Rg	SI
bien	Rg	BIEN
à	S	À
mon	Ds	MON
désir	Nc	DÉSIR
,	Fw	,
Que	Vvc	Que
nous	Pp	NOUS
ne	Rp	NE
devons	Vvc	DEVOIR
pas	Rg	PAS
négliger	Vvn	NÉGLIGER
ce	Dd	CE
plaisir	Nc	PLAISIR
.	Fs	.
Laissez	Vvc	LAISSER
faire	Vvn	FAIRE
le	Da	LE
reste	Nc	RESTE
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
serez	Vuc	ÊTRE
contrainte	Ge	CONTRAINDRE
Quand	Nc	Quand
nous	Pp	NOUS
aurons	Vuc	AVOIR
tout	Rg	TOUT
fait	Ge	FAIRE
de	S	DE
bannir	Vvn	BANNIR
votre	Ds	VOTRE
crainte	Nc	CRAINTE
:	Fw	:
Mais	Cc	MAIS
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
de	S	DE
l'	Da	LE
argent	Nc	ARGENT
.	Fs	.
Tout	Rg	TOUT
nous	Pp	NOUS
vient	Vvc	VENIR
à	S	À
propos	Nc	PROPOS
,	Fw	,
Vois	Vvc	ALLER|VOIR
notre	Ds	NOTRE
curateur	Nc	CURATEUR
d'	S	DE
où	Pr	OÙ
dépend	Vvc	DÉPENDRE
mon	Ds	MON
repos	Nc	REPOS
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
bien	Rg	BIEN
en	S	EN
avoir	Vun	AVOIR
,	Fw	,
nous	Pp	NOUS
l'	Pp	IL
y	Pp	Y
saurons	Vvc	SAURER|SAVOIR
contraindre	Vvn	CONTRAINDRE
,	Fw	,
Pour	Nc	POUR
en	S	EN
tirer	Vvn	TIRER
de	S	DE
lui	Pp	IL
,	Fw	,
nous	Pp	NOUS
n'	Rp	NE
avons	Vuc	AVOIR
qu'	Rg	QUE
à	S	À
nous	Pp	NOUS
plaindre	Vvn	PLAINDRE
.	Fs	.
Mesdames	Nc	MADAME
quel	Dt	QUEL
sujet	Nc	SUJET
vous	Pp	VOUS
servait	Vvc	SERVIR
d'	S	DE
entretien	Nc	ENTRETIEN
?	Fs	?
Nous	Pp	NOUS
plaignions	Vvc	PLAINDRE
nos	Ds	NOTRE
malheurs	Nc	MALHEUR
,	Fw	,
et	Cc	ET
notre	Ds	NOTRE
peu	Rg	PEU
de	S	DE
bien	Rg	BIEN
;	Fw	;
Vous	Nc	Vous
pouviez	Vvc	POUVOIR
dès	S	DÈS
longtemps	Rg	LONGTEMPS
vous	Pp	VOUS
choisir	Vvn	CHOISIR
un	Dn	UN
remède	Nc	REMÈDE
Capable	Ag	CAPABLE
de	S	DE
guérir	Vvn	GUÉRIR
le	Da	LE
mal	Nc	MAL
qui	Pr	QUI
vous	Pp	VOUS
possède	Vvc	POSSÉDER
.	Fs	.
Vous	Pp	VOUS
cherchez	Vvc	CHERCHER
à	S	À
paraître	Vvn	PARAÎTRE
,	Fw	,
et	Cc	ET
tant	Rg	TANT
de	S	DE
nouveautés	Nc	NOUVEAUTÉ
Vous	Nc	Vous
ont	Vuc	AVOIR
mis	Ge	METTRE
depuis	S	DEPUIS
peu	Rg	PEU
dans	S	DANS
ces	Dd	CE
extrémités	Nc	EXTRÉMITÉ
.	Fs	.
Par	S	PAR
tout	Pi	TOUT
également	Rg	ÉGALEMENT
vôtre	As#Ps	VÔTRE
humeur	Nc	HUMEUR
s'	Pp	SE
accommode	Vvc	ACCOMMODER
,	Fw	,
Vous	Nc	Vous
changez	Vvc	CHANGER
plus	Rg	PLUS
d'	S	DE
habits	Nc	HABIT|HABITS
qu'	Pr	QUE
on	Pp	ON
ne	Rp	NE
change	Vvc	CHANGER
de	S	DE
mode	Nc	MODE
,	Fw	,
Vous	Nc	Vous
dépensez	Vvc	DÉPENSER
en	S	EN
fard	Nc	FARD
,	Fw	,
en	Pp	EN
robes	Vvc	ROBER
,	Fw	,
en	S	EN
galants	Ga	GALER
,	Fw	,
Vous	Nc	Vous
ne	Rp	NE
portez	Vvc	PORTER
jamais	Rg	JAMAIS
deux	Nc	DEUX
fois	Nc	FOI|FOIS
de	S	DE
mêmes	Ag	MÊME
gants	Nc	GANT|GANTS
,	Fw	,
Vous	Nc	Vous
avez	Vuc	AVOIR
des	Dn	UN
habits	Nc	HABIT|HABITS
pour	S	POUR
paraître	Vvn	PARAÎTRE
plus	Rg	PLUS
belles	Ag	BEAU
,	Fw	,
Il	Vvc	Il
vous	Pp	VOUS
faut	Vvc	FAILLIR|FALLOIR
des	Dn	UN
collets	Nc	COLLET
,	Fw	,
des	S+Da	DE+LE|DE+LES
masques	Nc	MASQUE
,	Fw	,
des	S+Da	DE+LE|DE+LES
dentelles	Nc	DENTELLE
,	Fw	,
Des	Vvc	Des
toiles	Nc	TOILE
,	Fw	,
de	S	DE
la	Da	LE
poudre	Nc	POUDRE|POUDRÉ
à	S	À
sécher	Vvn	SÉCHER
vos	Ds	VOTRE
cheveux	Nc	CHEVEU|CHEVEUX
,	Fw	,
De	Vvc	De
qui	Pr	QUI
les	Da	LE
doux	Ag	DOUX
liens	Nc	LIEN
ont	Vuc	AVOIR
tant	Rg	TANT
fait	Ge	FAIRE
d'	S	DE
amoureux	Ag	AMOUREUX
,	Fw	,
De	Vvc	De
riches	Ag	RICHE
bracelets	Nc	BRACELET
,	Fw	,
des	S+Da	DE+LE|DE+LES
colliers	Nc	COLLIER
,	Fw	,
des	S+Da	DE+LE|DE+LES
guirlandes	Nc	GUIRLANDE
;	Fw	;
Non	Vvc	Non
,	Fw	,
non	Rg	NON
,	Fw	,
ce	Pd	CE
sont	Vuc	ÊTRE
pour	S	POUR
vous	Pp	VOUS
des	Dn	UN
sottises	Nc	SOTTISE
trop	Rg	TROP
grandes	Ag	GRAND
.	Fs	.
Pour	S	POUR
si	Rg	SI
peu	Rg	PEU
de	S	DE
plaisir	Nc	PLAISIR
c'	Pd	CE
est	Vuc	ÊTRE
avoir	Vun	AVOIR
trop	Rg	TROP
de	S	DE
mal	Nc	MAL
,	Fw	,
Et	Vvc	Et
c'	Pd	CE
est	Vuc	ÊTRE
prendre	Vvn	PRENDRE
un	Dn	UN
chemin	Nc	CHEMIN
qui	Pr	QUI
mène	Vvc	MENER
à	S	À
l'	Da	LE
hôpital	Nc	HÔPITAL
.	Fs	.
Vous	Pp	VOUS
en	Pp	EN
avez	Vuc	AVOIR
trop	Rg	TROP
fait	Ge	FAIRE
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
temps	Nc	TEMPS
de	S	DE
se	Pp	IL
rendre	Vvn	RENDRE
,	Fw	,
«	Fw	«
Ne	Vvc	Ne
pouvant	Ga	POUVOIR
plus	Rg	PLUS
monter	Vvn	MONTER
,	Fw	,
sachez	Vvc	SAVOIR
qu'	Cs	QUE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
descendre	Vvn	DESCENDRE
,	Fw	,
»	Fw	»
Et	Vvc	Et
quitter	Vvn	QUITTER
cet	Dd	CE
orgueil	Nc	ORGUEIL
qui	Pr	QUI
vous	Pp	VOUS
a	Vuc	AVOIR
mis	Ge	METTRE
au	S+Da	À+LE
point	Nc	POINT
De	Vvc	De
perdre	Vvn	PERDRE
tous	Di	TOUT
les	Da	LE
jours	Nc	JOUR|JOURS
et	Cc	ET
de	S	DE
ne	Rp	NE
gagner	Vvn	GAGNER
point	Rg	POINT
.	Fs	.
Je	Pp	JE
sais	Vvc	SAVOIR
que	Rg	QUE
maintenant	Rg	MAINTENANT
vous	Pp	VOUS
m'	Pp	JE
êtes	Vuc	ÊTRE
redevables	Nc	REDEVABLE
De	Vvc	De
ce	Pd	CE
dont	Pr	DONT
je	Pp	JE
vous	Pp	VOUS
tiens	Vvc	TENIR
désormais	Rg	DÉSORMAIS
insolvables	Ag	INSOLVABLE
,	Fw	,
Que	Vvc	Que
les	Da	LE
comptes	Nc	COMPTE|COMPTES
rendus	Ge	RENDRE
,	Fw	,
on	Pp	ON
vous	Pp	VOUS
prouvera	Vvc	PROUVER
bien	Rg	BIEN
Que	Nc	Que
vous	Pp	VOUS
devez	Vvc	DEVOIR
beaucoup	Rg	BEAUCOUP
,	Fw	,
et	Cc	ET
qu'	Cs	QUE
on	Pp	ON
ne	Rp	NE
vous	Pp	VOUS
doit	Vvc	DEVOIR
rien	Pi	RIEN
.	Fs	.
Mais	Cc	MAIS
comme	Cs	COMME
un	Dn	UN
bon	Ag	BON
ami	Nc	AMI
,	Fw	,
je	Pp	JE
vous	Pp	VOUS
ferai	Vvc	FAIRE|FERRER
paraître	Vvn	PARAÎTRE
Que	Vvc	Que
votre	Ds	VOTRE
esprit	Nc	ESPRIT
un	Dn	UN
jour	Nc	JOUR
devra	Vvc	DEVOIR
me	Pp	JE
reconnaître	Vvn	RECONNAÎTRE
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
à	S	À
présent	Nc	PRÉSENT
bien	Rg	BIEN
loin	Rg	LOIN
de	S	DE
vous	Pp	VOUS
être	Vun	ÊTRE
importun	Ag	IMPORTUN
Je	Nc	Je
ne	Rp	NE
possède	Vvc	POSSÉDER
rien	Pi	RIEN
qui	Pr	QUI
ne	Rp	NE
vous	Pp	VOUS
soit	Vuc	ÊTRE
commun	Ag	COMMUN
.	Fs	.
Vous	Pp	VOUS
savez	Vvc	SAVOIR
justement	Rg	JUSTEMENT
l'	Da	LE
art	Nc	ART
de	S	DE
charmer	Vvn	CHARMER
nos	Ds	NOTRE
peines	Nc	PEINE
,	Fw	,
«	Fw	«
Un	Vvc	Un
ami	Nc	AMI
se	Pp	IL
connaît	Vvc	CONNAÎTRE
aux	S+Da	À+LES
choses	Nc	CHOSE
incertaines	Ag	INCERTAIN
.	Fs	.
""""	Fw	""""
Je	Pp	JE
vois	Vvc	ALLER|VOIR
dans	S	DANS
cet	Dd	CE
avis	Nc	AVIS
votre	Ds	VOTRE
esprit	Nc	ESPRIT
ingénu	Ag	INGÉNU
,	Fw	,
«	Fw	«
Et	Vvc	Et
connais	Vvc	CONNAÎTRE
que	Cs	QUE
l'	Da	LE
épargne	Nc	ÉPARGNE
est	Vuc	ÊTRE
un	Dn	UN
bon	Ag	BON
revenu	Nc	REVENU
,	Fw	,
Qu'	Vvc	Qu'
un	Dn	UN
bien	Nc	BIEN
dure	Vvc	DURER
longtemps	Rg	LONGTEMPS
alors	Rg	ALORS
qu'	Cs	QUE
on	Pp	ON
le	Pp	IL
ménage	Vvc	MÉNAGER
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
on	Pp	ON
n'	Rp	NE
en	Pp	EN
peut	Vvc	POUVOIR
tirer	Vvn	TIRER
qu'	Cs	QUE
un	Dn	UN
puissant	Ag	PUISSANT
avantage	Nc	AVANTAGE
;	Fw	;
»	Fw	»
Mais	Vvc	Mais
hélas	Vvc	HÉLER
ces	Dd	CE
propos	Nc	PROPOS
vous	Pp	VOUS
semblent	Vvc	SEMBLER
superflus	Ag	SUPERFLU
,	Fw	,
«	Fw	«
Puisque	Vvc	Puisque
le	Da	LE
temps	Nc	TEMPS
passé	Ge	PASSER
ne	Rp	NE
se	Pp	IL
recouvre	Vvc	RECOUVRER|RECOUVRIR
plus	Rg	PLUS
.	Fs	.
»	Fw	»
Toutefois	Vvc	Toutefois
dans	S	DANS
l'	Da	LE
état	Nc	ÉTAT
où	Pr	OÙ
le	Da	LE
destin	Nc	DESTIN
nous	Pp	NOUS
range	Vvc	RANGER
,	Fw	,
Il	Vvc	Il
faudra	Vvc	FAILLIR|FALLOIR
malgré	S	MALGRÉ
tout	Pi	TOUT
que	Cs	QUE
son	Ds	SON
caprice	Nc	CAPRICE
change	Vvc	CHANGER
,	Fw	,
Et	Vvc	Et
qu'	Cs	QUE
un	Dn	UN
trait	Nc	TRAIT
excellent	Ag	EXCELLENT
naguère	Rg	NAGUÈRE
médité	Ge	MÉDITER
,	Fw	,
Finisse	Vvc	FINIR
notre	Ds	NOTRE
vie	Nc	VIE
ou	Cc	OU
notre	Ds	NOTRE
pauvreté	Nc	PAUVRETÉ
.	Fs	.
S'	Pp	SE
il	Pp	IL
choque	Vvc	CHOQUER
votre	Ds	VOTRE
honneur	Nc	HONNEUR
vous	Pp	VOUS
serez	Vuc	ÊTRE
méprisée	Ge	MÉPRISER
,	Fw	,
Vous	Nc	Vous
servirez	Vvc	SERVIR
partout	Rg	PARTOUT
de	S	DE
sujets	Nc	SUJET
de	S	DE
risée	Nc	RISÉE
,	Fw	,
Vous	Nc	Vous
scandaliserez	Vvc	SCANDALISER
vos	Ds	VOTRE
plus	Rg	PLUS
proches	Ag	PROCHE
parents	Nc	PARENT
,	Fw	,
Mille	Vvc	Mille
sortes	Nc	SORTE
de	S	DE
maux	Nc	MAL
leurs	Ds	LEUR
seront	Vuc	ÊTRE
apparents	Ag	APPARENT
,	Fw	,
On	Vvc	On
les	Pp	ILS
verra	Vvc	VOIR
passer	Vvn	PASSER
sans	S	SANS
en	Pp	EN
faire	Vvn	FAIRE
du	S+Da	DE+LE
compte	Nc	COMPTE
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
serez	Vuc	ÊTRE
perdue	Ge	PERDRE
ayant	Ga	AVOIR
perdu	Ge	PERDRE
la	Da	LE
honte	Nc	HONTE
;	Fw	;
Ainsi	Vvc	Ainsi
n'	Rp	NE
espérez	Vvc	ESPÉRER
plus	Rg	PLUS
d'	S	DE
avoir	Vun	AVOIR
aucun	Ag	AUCUN
bonheur	Nc	BONHEUR
,	Fw	,
«	Fw	«
Tout	Vvc	Tout
mal	Nc	MAL
doit	Vvc	DEVOIR
arriver	Vvn	ARRIVER
à	S	À
qui	Pr	QUI
n'	Rp	NE
a	Vuc	AVOIR
plus	Rg	PLUS
d'	S	DE
honneur	Nc	HONNEUR
.	Fs	.
»	Fw	»
Ah	Vvc	Ah
!	Fs	!
Monsieur	Nc	MONSIEUR
,	Fw	,
la	Da	LE
raison	Nc	RAISON
finirait	Vvc	FINIR
mon	Ds	MON
envie	Nc	ENVIE
,	Fw	,
J'	Vvc	J'
aime	Vvc	AIMER
bien	Rg	BIEN
plus	Rg	PLUS
l'	Da	LE
honneur	Nc	HONNEUR
que	Pr	QUE
je	Pp	JE
n'	Rp	NE
aime	Vvc	AIMER
la	Da	LE
vie	Nc	VIE
;	Fw	;
Je	Vvc	Je
suivrai	Vvc	SUIVRE
le	Da	LE
sentier	Nc	SENTIER
que	Pr	QUE
vous	Pp	VOUS
m'	Pp	JE
avez	Vuc	AVOIR
battu	Ge	BATTRE
,	Fw	,
«	Fw	«
L'	Vvc	L'
or	Cc	OR
quoi	Pt	QUE|QUOI
que	Rg	QUE
précieux	Ag	PRÉCIEUX
vaut	Vvc	VALOIR
moins	Rg	MOINS
que	Cs	QUE
la	Da	LE
vertu	Nc	VERTU
.	Fs	.
»	Fw	»
Mais	Vvc	Mais
est-il	Ag	est-il
défendu	Ge	DÉFENDRE
de	S	DE
chercher	Vvn	CHERCHER
dans	S	DANS
son	Ds	SON
âme	Nc	ÂME
De	Vvc	De
quoi	Pr	QUE|QUOI
nous	Pp	NOUS
enrichir	Vvn	ENRICHIR
sans	S	SANS
mériter	Vvn	MÉRITER
du	S+Da	DE+LE
blâme	Nc	BLÂME
?	Fs	?
Puisque	Cs	PUISQUE
la	Da	LE
pauvreté	Nc	PAUVRETÉ
fait	Ge	FAIRE
notre	Ds	NOTRE
mauvais	Ag	MAUVAIS
sort	Nc	SORT
Malgré	Vvc	Malgré
ce	Dd	CE
grand	Ag	GRAND
orage	Nc	ORAGE
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
chercher	Vvn	CHERCHER
un	Dn	UN
port	Nc	PORT
,	Fw	,
Et	Vvc	Et
charmer	Vvn	CHARMER
si	Cs	SI
l'	Pp	IL
on	Pp	ON
peut	Vvc	POUVOIR
tellement	Rg	TELLEMENT
la	Da	LE
fortune	Nc	FORTUNE
Que	Vvc	Que
contre	S	CONTRE
sa	Ds	SON
coutume	Nc	COUTUME
aucun	Pi	AUCUN
ne	Rp	NE
l'	Pp	IL
importune	Vvc	IMPORTUNER
,	Fw	,
Cent	Vvc	Cent
francs	Ag	FRANC
y	Pp	Y
suffiront	Vvc	SUFFIRE
.	Fs	.
Je	Pp	JE
vous	Pp	VOUS
les	Pp	ILS
veux	Vvc	VOULOIR
donner	Vvn	DONNER
S'	Vvc	S'
il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
que	Cs	QUE
je	Pp	JE
sème	Vvc	SEMER
afin	S	AFIN
de	S	DE
moissonner	Vvn	MOISSONNER
.	Fs	.
Nous	Pp	NOUS
vous	Pp	VOUS
dirons	Vvc	DIRE
bientôt	Rg	BIENTÔT
l'	Da	LE
affaire	Nc	AFFAIRE|AFFAIRÉ
toute	Rg	TOUTE
nue	Ag	NU
,	Fw	,
Vous	Nc	Vous
en	Pp	EN
pourrez	Vvc	POUVOIR
louer	Vvn	LOUER|LOVER
et	Cc	ET
la	Da	LE
cause	Nc	CAUSE
et	Cc	ET
l'	Da	LE
issue	Nc	ISSUE
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
approuverez	Vvc	APPROUVER
un	Dn	UN
aussi	Rg	AUSSI
joli	Ag	JOLI
tour	Nc	TOUR
Qu'	Vvc	Qu'
on	Pp	ON
en	Pp	EN
ait	Vuc	AVOIR
vu	Ge	VOIR
dans	S	DANS
l'	Da	LE
art	Nc	ART
de	S	DE
pratiquer	Vvn	PRATIQUER
l'	Da	LE
amour	Nc	AMOUR
.	Fs	.
Pourvu	Ge	POURVOIR
qu'	Cs	QUE
à	S	À
votre	Ds	VOTRE
espoir	Nc	ESPOIR
cette	Dd	CE
ruse	Nc	RUSE
réponde	Vvc	RÉPONDRE
Le	Ag	Le
succès	Nc	SUCCÈS
me	Pp	JE
rendra	Vvc	RENDRE
le	Da	LE
plus	Rg	PLUS
content	Ag	CONTENT
du	S+Da	DE+LE
monde	Nc	MONDE
.	Fs	.
Notre	Ds	NOTRE
affaire	Nc	AFFAIRE|AFFAIRÉ
ira	Vvc	ALLER
bien	Rg	BIEN
,	Fw	,
ton	Ds	TON
esprit	Nc	ESPRIT
est	Vuc	ÊTRE
charmant	Ga	CHARMER
,	Fw	,
Si	Vvc	Si
